student_id,student_name,gender,department,account,password,group_no,dept_no
11A20240004,A院学生04,F,计算机科学,A20240004,123456,11,A
11A20240005,A院学生05,M,信息安全,A20240005,123456,11,A
11A20240006,A院学生06,F,软件工程,A20240006,123456,11,A
11A20240007,A院学生07,M,计算机科学,A20240007,123456,11,A
11A20240008,A院学生08,F,信息安全,A20240008,123456,11,A
11A20240009,A院学生09,M,软件工程,A20240009,123456,11,A
11A20240010,A院学生10,F,计算机科学,A20240010,123456,11,A
11A20240011,A院学生11,M,信息安全,A20240011,123456,11,A
11A20240012,A院学生12,F,软件工程,A20240012,123456,11,A
11A20240013,A院学生13,M,计算机科学,A20240013,123456,11,A
11A20240014,A院学生14,F,信息安全,A20240014,123456,11,A
11A20240015,A院学生15,M,软件工程,A20240015,123456,11,A
11A20240016,A院学生16,F,计算机科学,A20240016,123456,11,A
11A20240017,A院学生17,M,信息安全,A20240017,123456,11,A
11A20240018,A院学生18,F,软件工程,A20240018,123456,11,A
11A20240019,A院学生19,M,计算机科学,A20240019,123456,11,A
11A20240020,A院学生20,F,信息安全,A20240020,123456,11,A
11A20240021,A院学生21,M,软件工程,A20240021,123456,11,A
11A20240022,A院学生22,F,计算机科学,A20240022,123456,11,A
11A20240023,A院学生23,M,信息安全,A20240023,123456,11,A
11A20240024,A院学生24,F,软件工程,A20240024,123456,11,A
11A20240025,A院学生25,M,计算机科学,A20240025,123456,11,A
11A20240026,A院学生26,F,信息安全,A20240026,123456,11,A
11A20240027,A院学生27,M,软件工程,A20240027,123456,11,A
11A20240028,A院学生28,F,计算机科学,A20240028,123456,11,A
11A20240029,A院学生29,M,信息安全,A20240029,123456,11,A
11A20240030,A院学生30,F,软件工程,A20240030,123456,11,A
11A20240031,A院学生31,M,计算机科学,A20240031,123456,11,A
11A20240032,A院学生32,F,信息安全,A20240032,123456,11,A
11A20240033,A院学生33,M,软件工程,A20240033,123456,11,A
11A20240034,A院学生34,F,计算机科学,A20240034,123456,11,A
11A20240035,A院学生35,M,信息安全,A20240035,123456,11,A
11A20240036,A院学生36,F,软件工程,A20240036,123456,11,A
11A20240037,A院学生37,M,计算机科学,A20240037,123456,11,A
11A20240038,A院学生38,F,信息安全,A20240038,123456,11,A
11A20240039,A院学生39,M,软件工程,A20240039,123456,11,A
11A20240040,A院学生40,F,计算机科学,A20240040,123456,11,A
11A20240041,A院学生41,M,信息安全,A20240041,123456,11,A
11A20240042,A院学生42,F,软件工程,A20240042,123456,11,A
11A20240043,A院学生43,M,计算机科学,A20240043,123456,11,A
11A20240044,A院学生44,F,信息安全,A20240044,123456,11,A
11A20240045,A院学生45,M,软件工程,A20240045,123456,11,A
11A20240046,A院学生46,F,计算机科学,A20240046,123456,11,A
11A20240047,A院学生47,M,信息安全,A20240047,123456,11,A
11A20240048,A院学生48,F,软件工程,A20240048,123456,11,A
11A20240049,A院学生49,M,计算机科学,A20240049,123456,11,A
11A20240050,A院学生50,F,信息安全,A20240050,123456,11,A
11B24000001,袁涵芳,F,化学,B24000001,123456,11,B
11B24000002,徐欣,F,化学,B24000002,123456,11,B
11B24000003,蒋磊阳,M,化学,B24000003,123456,11,B
11B24000004,彭文煜,M,化学,B24000004,123456,11,B
11B24000005,程焱军,M,化学,B24000005,123456,11,B
11B24000006,龚泽晨,M,化学,B24000006,123456,11,B
11B24000007,杜颖欣,F,化学,B24000007,123456,11,B
11B24000008,蒋晖曦,M,化学,B24000008,123456,11,B
11B24000009,方芳慧,F,化学,B24000009,123456,11,B
11B24000010,赵勇熠,M,化学,B24000010,123456,11,B
11B24000011,覃泽杰,M,化学,B24000011,123456,11,B
11B24000012,江刚明,M,化学,B24000012,123456,11,B
11B24000013,龙刚熠,M,化学,B24000013,123456,11,B
11B24000014,贾彤萱,F,化学,B24000014,123456,11,B
11B24000015,徐萱,F,化学,B24000015,123456,11,B
11B24000016,陈蕾悦,F,化学,B24000016,123456,11,B
11B24000017,周晴嫣,F,化学,B24000017,123456,11,B
11B24000018,史峰斌,M,化学,B24000018,123456,11,B
11B24000019,孟兰,F,化学,B24000019,123456,11,B
11B24000020,潘昊磊,M,化学,B24000020,123456,11,B
11B24000021,黎玲丽,F,应用化学,B24000021,123456,11,B
11B24000022,孟秀琳,F,应用化学,B24000022,123456,11,B
11B24000023,潘晴,F,应用化学,B24000023,123456,11,B
11B24000024,何蕾妍,F,应用化学,B24000024,123456,11,B
11B24000025,孙炜伟,M,应用化学,B24000025,123456,11,B
11B24000026,吕宇,M,应用化学,B24000026,123456,11,B
11B24000027,白勇轩,M,应用化学,B24000027,123456,11,B
11B24000028,范梅欣,F,应用化学,B24000028,123456,11,B
11B24000029,熊雅,F,应用化学,B24000029,123456,11,B
11B24000030,覃丽珊,F,应用化学,B24000030,123456,11,B
11B24000031,蔡睿熠,M,应用化学,B24000031,123456,11,B
11B24000032,赵鑫强,M,应用化学,B24000032,123456,11,B
11B24000033,于薇娜,F,应用化学,B24000033,123456,11,B
11B24000034,覃龙,M,应用化学,B24000034,123456,11,B
11B24000035,龙桂丽,F,应用化学,B24000035,123456,11,B
11B24000036,钟昊亮,M,化学生物学,B24000036,123456,11,B
11B24000037,胡芳瑶,F,化学生物学,B24000037,123456,11,B
11B24000038,梁霞萱,F,化学生物学,B24000038,123456,11,B
11B24000039,谢秀瑶,F,化学生物学,B24000039,123456,11,B
11B24000040,邹宇磊,M,化学生物学,B24000040,123456,11,B
11B24000041,田萱雅,F,化学生物学,B24000041,123456,11,B
11B24000042,田怡欣,F,化学生物学,B24000042,123456,11,B
11B24000043,孙琪洁,F,化学生物学,B24000043,123456,11,B
11B24000044,孙菊琪,F,化学生物学,B24000044,123456,11,B
11B24000045,宋晴莉,F,化学生物学,B24000045,123456,11,B
11B24000046,龙峰亮,M,高分子材料,B24000046,123456,11,B
11B24000047,韦静丽,F,高分子材料,B24000047,123456,11,B
11B24000048,龙晨,M,高分子材料,B24000048,123456,11,B
11B24000049,方晨磊,M,高分子材料,B24000049,123456,11,B
11B24000050,董雅晴,F,高分子材料,B24000050,123456,11,B
11C20240001,学生1,M,CS,C20240001,000000,11,C
11C20240002,学生2,F,CS,C20240002,000000,11,C
11C20240003,学生3,M,CS,C20240003,000000,11,C
11C20240004,学生4,F,CS,C20240004,000000,11,C
11C20240005,学生5,M,CS,C20240005,000000,11,C
11C20240006,学生6,F,CS,C20240006,000000,11,C
11C20240007,学生7,M,CS,C20240007,000000,11,C
11C20240008,学生8,F,CS,C20240008,000000,11,C
11C20240009,学生9,M,CS,C20240009,000000,11,C
11C20240010,学生10,F,CS,C20240010,000000,11,C
11C20240011,学生11,M,CS,C20240011,000000,11,C
11C20240012,学生12,F,CS,C20240012,000000,11,C
11C20240013,学生13,M,CS,C20240013,000000,11,C
11C20240014,学生14,F,CS,C20240014,000000,11,C
11C20240015,学生15,M,CS,C20240015,000000,11,C
11C20240016,学生16,F,CS,C20240016,000000,11,C
11C20240017,学生17,M,CS,C20240017,000000,11,C
11C20240018,学生18,F,CS,C20240018,000000,11,C
11C20240019,学生19,M,CS,C20240019,000000,11,C
11C20240020,学生20,F,CS,C20240020,000000,11,C
11C20240021,学生21,M,CS,C20240021,000000,11,C
11C20240022,学生22,F,CS,C20240022,000000,11,C
11C20240023,学生23,M,CS,C20240023,000000,11,C
11C20240024,学生24,F,CS,C20240024,000000,11,C
11C20240025,学生25,M,CS,C20240025,000000,11,C
11C20240026,学生26,F,CS,C20240026,000000,11,C
11C20240027,学生27,M,CS,C20240027,000000,11,C
11C20240028,学生28,F,CS,C20240028,000000,11,C
11C20240029,学生29,M,CS,C20240029,000000,11,C
11C20240030,学生30,F,CS,C20240030,000000,11,C
11C20240031,学生31,M,CS,C20240031,000000,11,C
11C20240032,学生32,F,CS,C20240032,000000,11,C
11C20240033,学生33,M,CS,C20240033,000000,11,C
11C20240034,学生34,F,CS,C20240034,000000,11,C
11C20240035,学生35,M,CS,C20240035,000000,11,C
11C20240036,学生36,F,CS,C20240036,000000,11,C
11C20240037,学生37,M,CS,C20240037,000000,11,C
11C20240038,学生38,F,CS,C20240038,000000,11,C
11C20240039,学生39,M,CS,C20240039,000000,11,C
11C20240040,学生40,F,CS,C20240040,000000,11,C
11C20240041,学生41,M,CS,C20240041,000000,11,C
11C20240042,学生42,F,CS,C20240042,000000,11,C
11C20240043,学生43,M,CS,C20240043,000000,11,C
11C20240044,学生44,F,CS,C20240044,000000,11,C
11C20240045,学生45,M,CS,C20240045,000000,11,C
11C20240046,学生46,F,CS,C20240046,000000,11,C
11C20240047,学生47,M,CS,C20240047,000000,11,C
11C20240048,学生48,F,CS,C20240048,000000,11,C
11C20240049,学生49,M,CS,C20240049,000000,11,C
11C20240050,学生50,F,CS,C20240050,000000,11,C
B01,Susan Will,M,Data_Science,stuB01,123456,12,B
B02,Robert Joh,F,Info_Security,stuB02,123456,12,B
B03,Robert Mil,M,AI,stuB03,123456,12,B
B04,Linda Brow,F,Software_Enginee,stuB04,123456,12,B
B05,James Will,F,Data_Science,stuB05,123456,12,B
B06,Michael Mi,F,Software_Enginee,stuB06,123456,12,B
B07,John Wilso,M,Info_Security,stuB07,123456,12,B
B08,Sarah John,F,Computer_Science,stuB08,123456,12,B
B09,John Taylo,F,Computer_Science,stuB09,123456,12,B
B10,Robert Dav,F,AI,stuB10,123456,12,B
B11,Richard Mi,F,Computer_Science,stuB11,123456,12,B
B12,Michael Jo,F,Software_Enginee,stuB12,123456,12,B
B13,Susan Brow,M,Computer_Science,stuB13,123456,12,B
B14,Mary Jones,F,Info_Security,stuB14,123456,12,B
B15,Mary Taylo,F,AI,stuB15,123456,12,B
B16,Robert Bro,M,Info_Security,stuB16,123456,12,B
B17,Michael Mi,F,Data_Science,stuB17,123456,12,B
B18,Michael Da,M,Info_Security,stuB18,123456,12,B
B19,Robert Wil,M,Software_Enginee,stuB19,123456,12,B
B20,John Davis,F,Data_Science,stuB20,123456,12,B
B21,Sarah Moor,M,Info_Security,stuB21,123456,12,B
B22,Mary Jones,F,Info_Security,stuB22,123456,12,B
B23,Susan Wils,F,Software_Enginee,stuB23,123456,12,B
B24,Sarah Tayl,F,Computer_Science,stuB24,123456,12,B
B25,Sarah Will,M,Computer_Science,stuB25,123456,12,B
B26,James Davi,F,Info_Security,stuB26,123456,12,B
B27,James Moor,M,Data_Science,stuB27,123456,12,B
B28,John Jones,F,Info_Security,stuB28,123456,12,B
B29,Robert Wil,F,Info_Security,stuB29,123456,12,B
B30,James Wils,M,AI,stuB30,123456,12,B
B31,David Brow,M,Computer_Science,stuB31,123456,12,B
B32,John Wilso,M,Info_Security,stuB32,123456,12,B
B33,John Davis,M,AI,stuB33,123456,12,B
B34,Michael Jo,M,Software_Enginee,stuB34,123456,12,B
B35,Richard Mo,M,Software_Enginee,stuB35,123456,12,B
B36,Susan Mill,M,Data_Science,stuB36,123456,12,B
B37,Susan Mill,F,Data_Science,stuB37,123456,12,B
B38,Sarah Mill,F,Software_Enginee,stuB38,123456,12,B
B39,David John,F,Info_Security,stuB39,123456,12,B
B40,John Brown,M,Data_Science,stuB40,123456,12,B
B41,Susan Davi,F,Data_Science,stuB41,123456,12,B
B42,Sarah Smit,M,AI,stuB42,123456,12,B
B43,Susan Mill,M,AI,stuB43,123456,12,B
B44,Richard Mo,M,Info_Security,stuB44,123456,12,B
B45,Michael Wi,M,Computer_Science,stuB45,123456,12,B
B46,Linda Brow,F,AI,stuB46,123456,12,B
B47,Susan Moor,M,AI,stuB47,123456,12,B
B48,Mary Smith,F,Data_Science,stuB48,123456,12,B
B49,Mary Jones,M,AI,stuB49,123456,12,B
B50,Mary Brown,F,Info_Security,stuB50,123456,12,B
C01,Mary Brown,M,IS,stuC01,123456,12,C
C02,John Davis,F,AI,stuC02,123456,12,C
C03,Michael Wi,M,IS,stuC03,123456,12,C
C04,Mary Mille,M,DS,stuC04,123456,12,C
C05,Robert Jon,M,SE,stuC05,123456,12,C
C06,Sarah Jone,F,IS,stuC06,123456,12,C
C07,David Smit,F,AI,stuC07,123456,12,C
C08,Mary Davis,F,IS,stuC08,123456,12,C
C09,John Mille,M,AI,stuC09,123456,12,C
C10,Linda Jone,F,DS,stuC10,123456,12,C
C11,Mary Davis,M,IS,stuC11,123456,12,C
C12,Linda Tayl,F,DS,stuC12,123456,12,C
C13,David Mill,F,DS,stuC13,123456,12,C
C14,Linda Jone,F,DS,stuC14,123456,12,C
C15,James John,F,SE,stuC15,123456,12,C
C16,David Wils,F,DS,stuC16,123456,12,C
C17,Mary Taylo,M,AI,stuC17,123456,12,C
C18,Susan John,M,IS,stuC18,123456,12,C
C19,Robert Mil,M,CS,stuC19,123456,12,C
C20,Mary Brown,F,SE,stuC20,123456,12,C
C21,Linda Smit,M,IS,stuC21,123456,12,C
C22,James Davi,F,IS,stuC22,123456,12,C
C23,Mary Mille,F,DS,stuC23,123456,12,C
C24,Robert Tay,M,SE,stuC24,123456,12,C
C25,Linda Tayl,F,CS,stuC25,123456,12,C
C26,Susan Brow,M,CS,stuC26,123456,12,C
C27,Linda John,M,IS,stuC27,123456,12,C
C28,Linda Mill,M,SE,stuC28,123456,12,C
C29,Michael Ta,F,SE,stuC29,123456,12,C
C30,Sarah Will,M,IS,stuC30,123456,12,C
C31,David Tayl,M,AI,stuC31,123456,12,C
C32,David Wils,M,DS,stuC32,123456,12,C
C33,John Wilso,M,IS,stuC33,123456,12,C
C34,Sarah Davi,F,SE,stuC34,123456,12,C
C35,Michael Br,F,IS,stuC35,123456,12,C
C36,Robert Wil,M,CS,stuC36,123456,12,C
C37,Mary Wilso,F,SE,stuC37,123456,12,C
C38,Sarah John,F,IS,stuC38,123456,12,C
C39,Michael Da,M,DS,stuC39,123456,12,C
C40,Robert Wil,M,CS,stuC40,123456,12,C
C41,John Davis,F,AI,stuC41,123456,12,C
C42,Linda Tayl,M,SE,stuC42,123456,12,C
C43,Linda Will,M,CS,stuC43,123456,12,C
C44,Mary Johns,F,SE,stuC44,123456,12,C
C45,Robert Tay,F,AI,stuC45,123456,12,C
C46,Mary Willi,M,AI,stuC46,123456,12,C
C47,John Johns,M,SE,stuC47,123456,12,C
C48,James Davi,M,DS,stuC48,123456,12,C
C49,John Mille,M,DS,stuC49,123456,12,C
C50,Linda Tayl,M,CS,stuC50,123456,12,C
B14-S001,林晓明,男,信息学,B201901,pw001,14,B
B14-S002,陈美玲,女,信息学,B201902,pw002,14,B
B14-S003,张国华,男,信息学,B201903,pw003,14,B
B14-S004,李雅婷,女,信息学,B201904,pw004,14,B
B14-S005,王志远,男,信息学,B201905,pw005,14,B
B14-S006,刘思雨,女,信息学,B201906,pw006,14,B
B14-S007,赵文博,男,信息学,B201907,pw007,14,B
B14-S008,孙晨阳,女,信息学,B201908,pw008,14,B
B14-S009,周浩然,男,信息学,B201909,pw009,14,B
B14-S010,吴雪梅,女,信息学,B201910,pw010,14,B
B14-S011,钱国强,男,信息学,B201911,pw011,14,B
B14-S012,郑丽华,女,信息学,B201912,pw012,14,B
B14-S013,冯建军,男,信息学,B201913,pw013,14,B
B14-S014,徐秀英,女,信息学,B201914,pw014,14,B
B14-S015,叶志成,男,信息学,B201915,pw015,14,B
B14-S016,蒋婷婷,女,信息学,B201916,pw016,14,B
B14-S017,沈强国,男,信息学,B201917,pw017,14,B
B14-S018,何丽萍,女,信息学,B201918,pw018,14,B
B14-S019,唐建平,男,信息学,B201919,pw019,14,B
B14-S020,韦雨晴,女,信息学,B201920,pw020,14,B
B14-S021,石志伟,男,信息学,B201921,pw021,14,B
B14-S022,莫晓燕,女,信息学,B201922,pw022,14,B
B14-S023,熊国庆,男,信息学,B201923,pw023,14,B
B14-S024,廖雪梅,女,信息学,B201924,pw024,14,B
B14-S025,袁志刚,男,信息学,B201925,pw025,14,B
B14-S026,贾丽君,女,信息学,B201926,pw026,14,B
B14-S027,龙建辉,男,信息学,B201927,pw027,14,B
B14-S028,苗秀英,女,信息学,B201928,pw028,14,B
B14-S029,潘志远,男,信息学,B201929,pw029,14,B
B14-S030,葛美丽,女,信息学,B201930,pw030,14,B
B14-S031,萧国华,男,信息学,B201931,pw031,14,B
B14-S032,章丽红,女,信息学,B201932,pw032,14,B
B14-S033,谭建国,男,信息学,B201933,pw033,14,B
B14-S034,程雅静,女,信息学,B201934,pw034,14,B
B14-S035,卫志强,男,信息学,B201935,pw035,14,B
B14-S036,骆晨光,女,信息学,B201936,pw036,14,B
B14-S037,邵国文,男,信息学,B201937,pw037,14,B
B14-S038,鲁美华,女,信息学,B201938,pw038,14,B
B14-S039,管建明,男,信息学,B201939,pw039,14,B
B14-S040,褚雪莹,女,信息学,B201940,pw040,14,B
B14-S041,阮志鹏,男,信息学,B201941,pw041,14,B
B14-S042,蔡晓燕,女,信息学,B201942,pw042,14,B
B14-S043,庄国强,男,信息学,B201943,pw043,14,B
B14-S044,连丽芳,女,信息学,B201944,pw044,14,B
B14-S045,苏建华,男,信息学,B201945,pw045,14,B
B14-S046,邹雨晴,女,信息学,B201946,pw046,14,B
B14-S047,鄢志远,男,信息学,B201947,pw047,14,B
B14-S048,艾美玲,女,信息学,B201948,pw048,14,B
B14-S049,聂国栋,男,信息学,B201949,pw049,14,B
B14-S050,仲晓月,女,信息学,B201950,pw050,14,B
C14-S001,欧阳波,男,理工,C2022001,c001pw,14,C
C14-S002,上官丽,女,理工,C2022002,c002pw,14,C
C14-S003,司马强,男,管理,C2022003,c003pw,14,C
C14-S004,诸葛敏,女,理工,C2022004,c004pw,14,C
C14-S005,慕容华,男,管理,C2022005,c005pw,14,C
C14-S006,令狐红,女,理工,C2022006,c006pw,14,C
C14-S007,独孤博,男,理工,C2022007,c007pw,14,C
C14-S008,东方丽,女,管理,C2022008,c008pw,14,C
C14-S009,西门勇,男,理工,C2022009,c009pw,14,C
C14-S010,南宫燕,女,理工,C2022010,c010pw,14,C
C14-S011,北冥峰,男,管理,C2022011,c011pw,14,C
C14-S012,轩辕雪,女,理工,C2022012,c012pw,14,C
C14-S013,公孙杰,男,理工,C2022013,c013pw,14,C
C14-S014,百里芳,女,管理,C2022014,c014pw,14,C
C14-S015,宇文明,男,理工,C2022015,c015pw,14,C
C14-S016,赫连娜,女,理工,C2022016,c016pw,14,C
C14-S017,皇甫强,男,管理,C2022017,c017pw,14,C
C14-S018,澹台丽,女,理工,C2022018,c018pw,14,C
C14-S019,闾丘磊,男,理工,C2022019,c019pw,14,C
C14-S020,夏侯燕,女,管理,C2022020,c020pw,14,C
C14-S021,端木浩,男,理工,C2022021,c021pw,14,C
C14-S022,公冶秀,女,理工,C2022022,c022pw,14,C
C14-S023,羊舌明,男,管理,C2022023,c023pw,14,C
C14-S024,微生丽,女,理工,C2022024,c024pw,14,C
